username,userid,profile_location,created_at,text,retweet_count,source,coordinates
npsgirl,14881820,New York,2023-01-22 00:59:47,When you consider riding the trains back and forth to vend that #BlackLivesMatter jewelry rather than attempting to… https://t.co/K2mJzAQm7O,0,Twitter Web App,
Phunky Lollypop,317961585,"New York, USA",2023-01-21 23:15:33,"If people don’t get you that’s fine, the point to life is that you get yourself! #themanyfacegoddess #warrior… https://t.co/B1vvoPbpL7",0,Twitter for iPhone,
Santino Mark Anthony Perogeni,92371102,"L.A, NYC, OR PITTSBURGH",2023-01-21 22:42:47,@PookaDollisme @MacFarlaneNews @WeThePeopleThe3 Who went to jail for all the riots and destruction during blm?,0,Twitter for iPhone,
SocialismSucks,1565650622212460545,"New York, USA",2023-01-21 22:40:53,"@reddevil68 @sukimoto1000 I don't know, BLM is a pretty big scam. They stole hundreds of millions of dollars, they… https://t.co/75BVlpu8v9",0,Twitter for Android,
ig: @thebmpodcast,4130214173,"New York, NY",2023-01-21 22:26:47,"[TONITE] A Saturday Night 'Shoot the Breeze' Episode (84) 
Listen here: https://t.co/fQtMjY1Occ
Live Streaming: 1/2… https://t.co/w615ypj4ip",2,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-21 22:22:04,"Today’s BOOMERS! “COLD WATER”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate   #justice… https://t.co/Sn1uCsyxf4",3,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-21 21:18:51,"Here’s another BOOMERS! extra
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate   #justice… https://t.co/esWDktpW3B",2,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-21 21:17:07,"Follow + share BOOMERS! the GEN gave us Trump’s America!
#nohate   #justice   #Equality #Truth   #Voting… https://t.co/4OXiFudTVY",2,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-21 21:15:25,"Miss yesterday’s BOOMERS!
“BABY BLUE” (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate   #justice… https://t.co/lfnViRgE3T",2,Twitter Web App,
enufbull1,1336680889804263424,"New York, USA",2023-01-21 20:00:37,"@ANTlWEF Hope and change. Yeah Democrats gave us a mess. CRT, BLM, freebies for everyone and encouraging kids to id… https://t.co/k52TepgNX1",0,Twitter for Android,
Tuelz,1098987628031102981,"New York, NY",2023-01-21 19:37:58,@KiddCooleeFlyin @OGSevenEllis @KirvinMoesquit @SaycheeseDGTL Ofc BLM the organization was a scam... almost every o… https://t.co/I9HrAYoY6D,0,Twitter for Android,
man&god,384052815,"New York, NY",2023-01-21 19:09:33,"@Google you suck.
$257Bn revenue 
$76Bn net income
$139Bn cash 
$16k layoffs? 
By the way, all #s are billions… https://t.co/RHJEwe4cTP",0,Twitter for iPhone,
Long Island Dad,3136857862,"NYC, USA",2023-01-21 18:44:22,"@nypmetro Gets high on coke.
Commits hit and run.
Attempts to hijack Uber driver's car.
Violently resists arrest.
G… https://t.co/LKfTHTOE27",0,Twitter Web App,
A2thaR2thaZ,74293012,NYC,2023-01-21 18:27:11,"@BrianACrawley73 risk call out, cancellation and ruination of their professional lives. If that’s not economic viol… https://t.co/OeHlzHVKal",0,Twitter for iPad,
Long Island Dad,3136857862,"NYC, USA",2023-01-21 18:21:57,"@nypost So, a violent criminal, high on coke, who while attempting to flee from a hit and run that he caused attemp… https://t.co/oiURXdnj3W",0,Twitter Web App,
Bill Swersey,16306116,NYC,2023-01-21 18:21:37,"@ClayTravis @EJHradek_NHL @NHLNetwork BLM is not an “organization” it’s a grassroots movement. No President, not na… https://t.co/H6re1ZJcZk",0,Twitter for iPhone,
Mike,1599452463261704192,"New York, USA",2023-01-21 18:07:04,@rhianjason1 @FireflyCait @EndWokeness Well they aren’t all democrats that’s an assumption. The kkk and all the hat… https://t.co/B0C9sMXNst,0,Twitter for iPhone,
"Not Trade, Not Sis",54349912,"Bronx, NY",2023-01-21 17:59:13,What does scooby doo have to do with BLM? https://t.co/CO5Yt92B6k,0,Twitter for iPhone,
yerknvl,325021125,"Harlem, NYC",2023-01-21 17:18:39,If my Twitter get suspended or flat out deleted anytime soon it’s because I told black ppl the truth about BLM 🤣 I have no regrets,0,Twitter for iPhone,
yerknvl,325021125,"Harlem, NYC",2023-01-21 17:17:54,@OGSevenEllis @KirvinMoesquit @SaycheeseDGTL I thought BLM got exposed for being nothing more than con artist essen… https://t.co/3KB1fxnHkY,0,Twitter for iPhone,
yerknvl,325021125,"Harlem, NYC",2023-01-21 17:15:53,Wild how 5 black cops kill a black man and it’s only black ppl asking about where some fucking BLM is at what is BL… https://t.co/xNz3DcpdHf,0,Twitter for iPhone,
Mollie Welsh Kruger,590384165,NYC,2023-01-21 17:06:44,"@rethinkingschools BLM in Schools events are coming, Feb. 6-10th. https://t.co/4uE3wQbH2t",0,Twitter Web App,
Geoff Shullenberger,1876001052,NYC,2023-01-21 17:01:49,"no one other than a few dead enders cares about covid, BLM has waned, Ukraine drags on, etc, they’re left with stuff like gas stoves.",7,Twitter for iPhone,
The Locke Society,1161340952981757952,"New York, NY",2023-01-21 16:41:43,"@realchrisrufo Would Step Up for Students, who pledged to promote BLM and voices support for 1619 Project and Ibram… https://t.co/rl1pnQ6hBh",0,Twitter for iPhone,
Michelle K,213943894,"New York, USA",2023-01-21 16:03:44,"@warrenchris @CNN BLM is BS - ran by George Soros and mainstream media. Don’t believe the hype. Respectfully Chris, do your research",0,Twitter for iPhone,
Coffee,1595094003640172557,NYC,2023-01-21 16:02:20,@CassandraRules Do you like BLM?,0,Twitter Web App,
Cessna2409,1402316190391885838,NYC,2023-01-21 15:31:30,"@YStrupinsky @CMAriKagan47 @NYPDChiefOfDept “Former public defender” “BLM”
😂 checks out",0,Twitter Web App,
Coolfridge,1267959103063838720,"New York, USA",2023-01-21 15:12:30,"@Organicvibezs @BethKerner @fritzie4art @jsiden88 @Balldon64307120 So wait, BLM is back history? Cause last I saw t… https://t.co/NM7J7a46SD",0,Twitter for iPhone,
SocialismSucks,1565650622212460545,"New York, USA",2023-01-21 15:12:23,@Sportz_DC Funny how that guy has just disappeared from the news. The biggest criminal in American history and you… https://t.co/dmgrgzqLdg,0,Twitter for Android,
SocialismSucks,1565650622212460545,"New York, USA",2023-01-21 15:08:47,@Todd_Peterson_1 BLM is a terrorist hate group. Not only that but they stole hundreds of millions of dollars that n… https://t.co/Sax8TBcYv2,0,Twitter for Android,
Megan (she/her),117288030,NYC ,2023-01-21 14:35:09,Elijah should be alive today. #AbolishThePolice #BLM https://t.co/2QCdqDw9Bx,0,Twitter for iPhone,
The Locke Society,1161340952981757952,"New York, NY",2023-01-21 14:14:39,"@FoxNews @DeAngelisCorey Would Step Up for Students, who pledged to promote BLM and voices support for 1619 Project… https://t.co/NO9fuWbKL0",0,Twitter for iPhone,
Tiffany J.,44175514,NYC,2023-01-21 13:57:22,@Dictator_Walz You don’t need to virtue signal for the sake of added attention. No one cares about the color of Ton… https://t.co/CBS50kM5WE,0,Twitter for iPhone,
A2thaR2thaZ,74293012,NYC,2023-01-21 13:45:35,@KenJohn78863089 Descendants of slaves should get the property they were promised. Plenty of BLM land for them to d… https://t.co/pbKx0Ada3h,0,Twitter for iPad,
A2thaR2thaZ,74293012,NYC,2023-01-21 13:12:46,@Justice_forum You’re welcome Europe! /s #BLM,0,Twitter for iPad,
Shéár Avory 💅🏽,1148386986,"New York, NY",2023-01-21 12:54:31,"@elielcruz Sure, but are people • actually • mobilizing towards revolution?

No. 

They strike, or protest. Tweet.… https://t.co/FlunuV15pj",0,Twitter for iPad,
"Stephanie Foo, author of WHAT MY BONES KNOW",89528870,NYC,2023-01-21 12:47:12,"@agentwhim https://t.co/SVvbA0SFJO

They fed marchers during NYC BLM protests, and the food was so good!",0,Twitter Web App,
Jacqueline Toboroff,1316565121712508928,"Manhattan, NY",2023-01-21 12:36:46,"@NYCCouncil38 attacks the @nypd as crime is through the roof, starting with when BLM terror began in 2020. The SRG… https://t.co/KEPxkR1jg4",0,Twitter for iPhone,
jespanol,66360919,NYC ,2023-01-21 12:22:27,"Just a reminder that it wasn’t Democrats, ANTIFA, BLM, Liberated Women, LGBTQ, Immigrants seeking asylum, Trans or… https://t.co/vS05ubKJKy",33,Twitter for iPad,
Maria,155775712,"New York, USA",2023-01-21 11:55:47,Funny thing is these same people had BLM signs in their windows and cried “defund the police!” Enjoy your shitty li… https://t.co/e5kaBQhiv2,12,Twitter for iPhone,
Simon Wiesenthal,1596645914868940800,"New York, USA",2023-01-21 06:55:03,"@Almostnoon420 @RubenQuartana @The_Trump_Train @FBI BLM is mostly a pacifist movement, mind the corruption of some… https://t.co/Bmyo1XaHMt",0,Twitter for Android,
Finley's Art 💗,1476814525118701594,New York,2023-01-21 05:05:00,"Looking for twitch assets? HMU so we can collab and boost your stream🎀
 #Vtuber #Vtubers #VtuberSupport… https://t.co/F7wueTrWBz",4,Twitter Web App,
JoeGrann,1472913120930770953,"New York, USA",2023-01-21 04:50:44,@jeanerikBu @JBarrettD @FoxNews They did not wear the Jersey in the game only in warm ups. Tell me how they can for… https://t.co/yCz3gGMhb4,0,Twitter for iPhone,
JoeGrann,1472913120930770953,"New York, USA",2023-01-21 04:40:23,@stephens_ben @FoxNews So if everyone doesn’t wear a BLM shirt on Juneteenth we are all racists? Liberalism is truly a mental disorder 🤡,0,Twitter for iPhone,
Lulu,1516591650151313413,"New York, USA",2023-01-21 03:37:32,Yes they burnt #blm #BlackOwnedBusiness I remember seeing upset black ppl about those #protests https://t.co/aaxUD2iprT,1,Twitter for iPhone,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-21 02:42:08,"Today’s BOOMERS! “BABY BLUE”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate   #justice… https://t.co/KkINdmhCuR",2,Twitter Web App,
Charlie,911630064873349120,Hoboken NJ,2023-01-21 02:37:25,"@Panosfrmgoranos @mmpadellan BLM wants segregation! They want black only graduation ceremonies, black only dorms! D… https://t.co/ofBtPOMlt2",0,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-21 02:36:08,"Follow + share BOOMERS! the GEN gave us Trump’s America!
#nohate   #justice   #Equality #Truth   #Voting… https://t.co/43JMyQCFq4",2,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-21 02:35:11,"Miss yesterdays BOOMERS! “PROBLEM SOLVED”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate… https://t.co/DshRS57OY7",2,Twitter Web App,
nycsaintsfan,2266063102,"New York, NY",2023-01-21 02:24:04,@hectcrd50 @CNN Wrong. It’s about incorporating BLM and reparations bs into black history curriculum.,0,Twitter for iPhone,
nycsaintsfan,2266063102,"New York, NY",2023-01-21 02:22:42,@LeeMcClymont @PatrickRhomber1 @CNN They teach black history as well. He’s opposed to infusing BLM nonsense &amp; repar… https://t.co/Xo3Y2xj8fA,0,Twitter for iPhone,
Ebie,17344752,NYC,2023-01-21 02:21:29,This is unbelievable 🤦🏽‍♀️ #rondesantis #blm #blackhistory  https://t.co/wNV3MrwDlz,0,Twitter for iPhone,
Broadway Community Alliance,1381962539127410690,"Bronx, NY",2023-01-21 02:04:11,@GCONNELIE @placardabuse We suspect that if they were BLM stickers the statute would be enforced to the letter of the law.,0,Twitter Web App,
Lorenzo Maserati,42287619,"Manhattan, NY",2023-01-21 01:33:49,@SenRickScott @TonyDungy Dude is a blm supporter not a right wing activist nor a Republican.,0,Twitter for iPhone,
TeeSee,1432443940045836296,"New York, USA",2023-01-21 01:16:56,@PoshMePretty @Impperatore @cheybennis @Americosoldier @fmbickton @kemetnubiakamp @PrimeDawg13 @amvreye Obviously -… https://t.co/MBoSbP2QuR,0,Twitter for Android,
art21savage,157738860,NYC,2023-01-21 01:01:46,"The moment when it took less than 3 minutes to download a 3 minute song

The TidePod Challenge 

Grindr

Pepe

In R… https://t.co/edB7ansX4D",1,Twitter for iPhone,
3x trismegistus,1193712405320273921,"New York, NY",2023-01-21 00:57:06,@FreedomNthe_USA I agree with you there’s plenty of problems with crime in my community but people “holding blm sig… https://t.co/1nEycL9kdN,0,Twitter for iPhone,
LGBTQ Home,1606807155167973377,New York,2023-01-21 00:46:05,"Eiffel Tower Lgbt Love Heart Tshirt
Get Yours Today!  
France Link: https://t.co/wuhhVuls6M
US Link:… https://t.co/h5CipKc6B3",3,Twitter Web App,
Lanna William,1603479024512163856,New York,2023-01-21 00:39:27,"Grab this  Nurse T-Shirt as a Valentine's Day gift for your nurse girlfriend or wife.
Get yours Today:… https://t.co/ZFTGW2QrYr",0,Twitter Web App,
Timmy The Tiny Yorkie embraces Democracy,1319748867605340160,"New York, NY",2023-01-21 00:33:49,@Bdub2828 @JayJay_NYY @MikeSTL5 @libsoftiktok What do you mean BLM doesn't have to do with black people?,0,Twitter Web App,
ᗷOOᗰEᖇ ᑕᗩᖇOᒪYᑎ 😇,3426109539,New York,2023-01-21 00:25:40,@DanicaKosz @AKAshiftF4 @NathanMackBrown Do you regularly attend riots? And try to help &amp; protect your own (2nd) to… https://t.co/PjJnnHM2Pw,0,Twitter Web App,
Archival Engineer,1080379846805635072,"Bronx, New York",2023-01-21 00:25:12,"What's the difference between #BrittneyGriner and  #IvanProvorov, if any?

She didn't want the #NationalAnthem play… https://t.co/lJC1J9gUNj",0,Twitter Web App,
N'ahtuhb'ahtbrah,916137559079768064,"Bronx, NY",2023-01-20 22:52:58,@SteveInmanUIC Blm is straight lies.,0,Twitter for Android,
Angolano,1593920168241004544,"New Jersey, USA",2023-01-20 21:56:26,"@AntonioSabatoJr I believe people desperately trying to topple Trump facilitated it. When that didn’t work, they se… https://t.co/scUE5g3bTt",1,Twitter for iPhone,
NotaManicPixieDreamGirl,57301847,"New York, USA",2023-01-20 20:54:26,@Arriadna @nytimes That it’s fucked up and it’s too old to work. You should strike too but people in the USA are to… https://t.co/aI64N4w8qm,0,Twitter for iPhone,
Cancel This Podcast,2967303922,New York City,2023-01-20 20:54:17,@YellowFlashGuy The sad part is Sega has bent the knee a few times with political statements about abortion and BLM… https://t.co/2HVvf12vKB,0,Twitter Web App,
Best Bet NY,1453159435132624903,"New York, USA",2023-01-20 20:37:42,@mmpadellan That's what being woke or awake used to mean........now woke is the same thing as BLM............it sta… https://t.co/AMimmrxKlg,0,Twitter for Android,
FJB! LGB!,1594458196294656000,"New York, USA",2023-01-20 20:29:22,@FormerFetusYup @JoeInTyler Atlanta is the problem in that state. That’s BLM and antifa’s camp. I believe you mean… https://t.co/0mtK8Rp8if,0,Twitter for iPhone,
Mike,1599452463261704192,"New York, USA",2023-01-20 19:53:08,@GMItachiU1 @everyonesracist @AlastairMcA30 @elonmusk Well if your boss paid you to go you would be there with a bl… https://t.co/Xq610a64RJ,0,Twitter for iPhone,
Mike,1599452463261704192,"New York, USA",2023-01-20 19:51:39,@everyonesracist @GMItachiU1 @AlastairMcA30 @elonmusk If a blm accomplished something as big as winner the right to… https://t.co/u3ajYyI4iz,0,Twitter for iPhone,
🇵🇷Carlo the Equalist Free 🇵🇸 Fake Doc Hater,1288734220651835396,"New York, USA",2023-01-20 19:27:56,@TruAmericanOG @Bruh50347166 @NewfMom29 @Krispi_Largo @TomDoubting @42Gnome @DaMenstraulSho @cow_cousin… https://t.co/GbzQew4c7m,0,Twitter for iPhone,
Dan Lawlor,2790396199,"New York, NY",2023-01-20 19:22:58,"@GioWFAN i agree Dan from ESPN was out of line, When you tongue bathed Stephen Jackson during BLM and commented on… https://t.co/FSNXwelq43",0,Twitter Web App,
🇵🇷Carlo the Equalist Free 🇵🇸 Fake Doc Hater,1288734220651835396,"New York, USA",2023-01-20 18:37:13,@Bruh50347166 @TruAmericanOG @NewfMom29 @Krispi_Largo @TomDoubting @42Gnome @DaMenstraulSho @cow_cousin… https://t.co/rseNkxi1w8,0,Twitter for iPhone,
Martha's Vineyard Refugee,796214267686944768,New York,2023-01-20 18:26:48,@JayJay_NYY @hnr5qjk48f @libsoftiktok Anyone STILL unironically standing up for the Marxists of BLM by stating that… https://t.co/FRD6WFPimy,0,Twitter for Android,
🇵🇷Carlo the Equalist Free 🇵🇸 Fake Doc Hater,1288734220651835396,"New York, USA",2023-01-20 18:15:06,@TruAmericanOG @TomDoubting @42Gnome @DaMenstraulSho @cow_cousin @MrLotsONumbers @ADirtyRottenDog @TreatHunterDog… https://t.co/6tW3dvhQu9,1,Twitter for iPhone,
🇵🇷Carlo the Equalist Free 🇵🇸 Fake Doc Hater,1288734220651835396,"New York, USA",2023-01-20 18:04:30,@Krispi_Largo @TruAmericanOG @TomDoubting @42Gnome @DaMenstraulSho @cow_cousin @MrLotsONumbers @ADirtyRottenDog… https://t.co/gU2TXL1KRi,0,Twitter for iPhone,
🇵🇷Carlo the Equalist Free 🇵🇸 Fake Doc Hater,1288734220651835396,"New York, USA",2023-01-20 17:59:32,@Krispi_Largo @TruAmericanOG @TomDoubting @42Gnome @DaMenstraulSho @cow_cousin @MrLotsONumbers @ADirtyRottenDog… https://t.co/VdiT44TQA4,0,Twitter for iPhone,
Mark,1299511355867791361,"New York, USA",2023-01-20 17:46:53,@DarthKiller2 @transphobeslmao The proud boys are Antifa but for right wing.  Blue lives matter is a movement in su… https://t.co/l3SyUddM0T,0,Twitter for iPhone,
First Responders & Veterans ❤️,1558655187212013570,"New York, NY",2023-01-20 17:40:57,@LauraLoomer What is this J6 bs registry and where’s the one for Antifa living on trees and Blm domestic  terrorist… https://t.co/lln4MhTLSQ,0,Twitter for iPhone,
Saulius,347748516,New York   NY,2023-01-20 17:16:32,@politvidchannel Would be brilliant if HRC then donated that money to a charity like BLM or support of rape survivors or refugees 😊,0,Twitter Web App,
Woke Juice 🌊🌊🌊,1521462517075267585,New York,2023-01-20 16:30:12,"@ksorbs How about we normalize having our LGBTQIA+ flag, next to the BLM flag, BESIDES the American flag?  Sound fa… https://t.co/EGdGkOuiTi",0,Twitter Web App,
Aurora Thee Elezen | Tits OUT for Halone,16074685,"NYC, USA",2023-01-20 16:22:43,lrt reminds me of Verrot when we did the all BLM Aglaia run that time,0,Twitter for iPhone,
Wesley Coll,247385422,New York City,2023-01-20 16:14:50,Keenan Anderson: BLM Co-Founder Patrisse Cullors Demands Justice for Cousin’s Death After LAPD Tasing https://t.co/WWf1JZDIKJ  @democracynow,0,Twitter Web App,
NonviolenceNY,3298318672,"New York, NY",2023-01-20 15:57:44,Keenan Anderson: BLM Co-Founder Patrisse Cullors Demands Justice for Cousin’s Death After LAPD Tasing… https://t.co/3s4M2RnsBA,0,Zapier.com,
Democracy Now!,16935292,New York,2023-01-20 15:55:04,Keenan Anderson: BLM Co-Founder Patrisse Cullors Demands Justice for Cousin’s Death After LAPD Tasing https://t.co/KnmbqTq1zp,20,Sprout Social,
VR360NewYork,1587674211702677504,New York,2023-01-20 15:24:33,"Whether it’s BLM riots, COVID, Open Borders, #SCOTUS leak, 
@FBI spying, @Twitter @Google @facebook #censorship,… https://t.co/nkgXLsZbWH",0,Twitter Web App,
VR360NewYork,1587674211702677504,New York,2023-01-20 15:22:52,"@catturd2 @gatewaypundit Whether it’s BLM riots, COVID, Open Borders, #SCOTUS leak, @FBI spying, @Twitter @Google… https://t.co/nESdERuFNg",0,Twitter Web App,
Matty Jackson,306335564,"New York, NY",2023-01-20 15:07:35,"We had a minute to grab [the stuff] and then the device was supposed to yoink us back, no muss no fuss.

It doesn't… https://t.co/Py0hf6L5Ao",0,Twitter for Android,
Joshua Todd James,21274062,New York,2023-01-20 13:58:50,"4) Well, THEM is a convenient revolving door... immigrants are the go-to THEM when all else fails, but they also lo… https://t.co/w9xRPe1OBI",1,Twitter Web App,
AJ Kap,1471262984899076098,"New York, USA",2023-01-20 12:24:39,"@honestsportz EDUCATION IS INDOCTRINATION 

As a nation we removed ideological pursuits from public schools 

drag… https://t.co/yXE3iFlpPQ",0,Twitter for iPhone,
Darren Finch,588313423,New York,2023-01-20 12:13:19,@asian_gambler_ @DesiSorn @ClownWorld_ Last I heard he was there protecting other peoples property from being destr… https://t.co/zoXCSm6VTN,0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-20 10:47:10,Madam what is this??????? Abeg WHAT IS THIS????????? https://t.co/9BGtsHvYuB,0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-20 10:37:25,@junbulbasaur My love for Rampo continues to grow with every episode. His relationship with the president is priceless,0,Twitter for Android,
Gerald C. Imaezue,1685084408,"New York, NY",2023-01-20 09:04:30,@MarkLGoldberg I strongly disagree with your argument on the influence of the BLM movement on the political reawake… https://t.co/bqf0ey5w26,0,Twitter for iPhone,
CitizenKanes,1008210084034379777,NYC,2023-01-20 06:08:13,@middlefischer @RepJeffries what about calling out the blm race riots,0,Twitter for iPhone,
CitizenKanes,1008210084034379777,NYC,2023-01-20 06:07:35,@Jon_D_Stewart @Barry4the44th @RepJeffries hakeem offered crickets and in fact supported the blm race riots,0,Twitter for iPhone,
CitizenKanes,1008210084034379777,NYC,2023-01-20 05:49:37,@SenatorMyrie i thought democrats want to incarcerate people with gas stoves and  free blm creeps who throw molotov cocktails at cops!?,0,Twitter for iPhone,
🌐 Agent K ➖🕵️‍♂️ 🔎 👁️ 💬 📡 ⏱️ 🎯 ⚖️ ➖ 🌊,213801168,"Hoboken, NJ",2023-01-20 05:44:25,@JasonSCampbell Candace Owens is a sell out. She got her start campaigning on the injustice of racism and discrimin… https://t.co/ZqhL8g8FEl,0,Twitter Web App,
CitizenKanes,1008210084034379777,NYC,2023-01-20 05:36:10,@camsmom0418 @EdgeofSports @nbc hey blm do the black babies aborted matter? 🤔🙄,0,Twitter for iPhone,
Courtney Paul,538191247,NEW YORK CITY,2023-01-20 03:48:12,@ThisIsTheFando2 Just watch! You will have a brown skinned grandchild This is not a maybe this is a manifestation.… https://t.co/bR63qvpNkz,0,Twitter for iPhone,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-20 03:43:39,"Today’s BOOMERS! “PROBLEM SOLVED”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate   #justice… https://t.co/ParjdsOpaZ",2,Twitter Web App,
Courageberry 🇳🇬🌍,1368682364860252161,"New York, NY",2023-01-20 02:19:56,@MarkLGoldberg #ENDSARS didn’t draw any inspiration from BLM,1,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-20 01:59:13,No freaking way!!!! https://t.co/39iwLctNGA,0,Twitter for Android,
The Locke Society,1161340952981757952,"New York, NY",2023-01-20 01:38:14,"@JasonBedrick Would Step Up for Students, who pledged to promote BLM and voices support for 1619 Project and Ibram… https://t.co/eE4jCWI0ZA",0,Twitter for iPhone,
Yvonne Yorke,2830951063,New York,2023-01-20 01:30:12,"@messiecondo @JordonLee Oh, the squaddies are having a meltdown now that Harry says royal family is NOT racist. Eve… https://t.co/d76KcBIUg3",0,Twitter Web App,
Make marijuana Illegal Again,1321180479236820996,"New York, USA",2023-01-20 01:20:06,You're kidding right. This guy was at his wit's end and he sprayed that woman with a garden hose. BLM burned down b… https://t.co/s4kQYgwaQx,0,Twitter for Android,
Cookie 🇺🇸,2939770996,"New York, USA",2023-01-19 23:25:12,"@HromDrom @killmarz_ @TheOmniLiberal I didn't mention the protests. I only mentioned the riots, and I promise you m… https://t.co/HqjoFiHTQf",0,Twitter Web App,
Vincent Fox,3122658171,New York City,2023-01-19 22:41:39,"And entertainers. They won’t bank with black bank owners etc, BLM. Yeah okay.",0,Twitter for iPhone,
Vincent Fox,3122658171,New York City,2023-01-19 22:41:39,BLM. All Live Matter is more like it. Black people with this pro black agenda. But yet we let businesses like FUBU… https://t.co/or7wmBELv8,0,Twitter for iPhone,
Sheryl Glick,354361464,New York,2023-01-19 22:22:55,"Obviously deals made with China Iran Ukraine -perhaps financial payoffs for favors granted
Obama/Biden presidency n… https://t.co/pxkjyvxm6G",0,Twitter for iPhone,
mcbc 🇺🇸🗽,15936802,"New York, NY",2023-01-19 22:01:53,"@MarcACaputo Read through the leaked framework. While ""queer"" and ""intersectionality"" are trigger words, I don't th… https://t.co/dotIGQsqGA",0,Twitter Web App,
Len Gooby,2786192675,NYC,2023-01-19 21:32:35,@DavisOpinions @RepJeffries OMG you are like a broken record with BLM.  Snore.  No one is even talking about it anymore... except you.,0,Twitter Web App,
